contig	length	gc	cov	kingdom	phylum	class	order	family	genus	species	taxid	single_copy_PFAMs	num_single_copies	bh_tsne_x	bh_tsne_y	cluster	ML_expanded_clustering
NODE_391_length_45656_cov_231.499	45656	70.94576835470001	231.499	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.4345771366474227	18.992895879725804	DBSCAN_round1_9	DBSCAN_round1_9
NODE_392_length_45479_cov_223.66	45479	55.2496756745	223.66	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	18.982994787320973	-9.702229675343087	DBSCAN_round1_14	DBSCAN_round1_14
NODE_393_length_45329_cov_222.185	45329	50.418054667	222.185	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	35.004110426574194	7.695644053511536	DBSCAN_round1_6	DBSCAN_round1_6
NODE_394_length_45318_cov_223.595	45318	38.412992629899996	223.595	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF02403.17,PF01195.14	2	-11.057817132197256	-16.655138435036882	DBSCAN_round1_12	DBSCAN_round1_12
NODE_395_length_45123_cov_224.504	45123	71.0435919598	224.504	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.1728743090557643	22.61723074589468	DBSCAN_round1_9	DBSCAN_round1_9
NODE_396_length_45079_cov_223.641	45079	71.587657224	223.641	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	0.007863506022722901	19.27407812234434	DBSCAN_round1_9	DBSCAN_round1_9
NODE_397_length_44998_cov_226.552	44998	53.1312502778	226.552	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855	PF00035.20,PF06421.7	2	17.657166481747094	-9.792709842051178	DBSCAN_round1_14	DBSCAN_round1_14
NODE_398_length_44967_cov_223.86	44967	68.9994885138	223.86	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis	37326		0	6.527206484633613	19.06238289077817	DBSCAN_round1_0	DBSCAN_round1_0
NODE_399_length_44872_cov_225.987	44872	50.361026921000004	225.987	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	17.070268379706164	-9.810388224639787	DBSCAN_round1_14	DBSCAN_round1_14
NODE_400_length_44752_cov_224.458	44752	69.7555416518	224.458	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bottropensis	42235		0	-2.908345005770925	6.552509887880008	DBSCAN_round1_11	DBSCAN_round1_11
NODE_401_length_44651_cov_234.238	44651	67.52144408859999	234.238	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.4017767267648728	7.889587171257273	DBSCAN_round1_11	DBSCAN_round1_11
NODE_402_length_44535_cov_222.41	44535	39.4610980128	222.41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF06574.7,PF01509.13,PF01687.12	3	-8.08253947661721	-27.303311323790197	DBSCAN_round1_7	DBSCAN_round1_7
NODE_403_length_44485_cov_225.871	44485	71.31842194	225.871	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF00830.14,PF01084.15	2	-2.7872156888238493	5.10467390466163	DBSCAN_round1_11	DBSCAN_round1_11
NODE_404_length_44211_cov_222.259	44211	37.391146999600004	222.259	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF08459.6	1	-5.688535185276214	-14.723817263495445	unclustered	unclustered
NODE_405_length_44052_cov_223.894	44052	27.6604921456	223.894	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800		0	-25.942388354557856	5.262855319008987	DBSCAN_round2_4	DBSCAN_round2_4
NODE_406_length_43937_cov_222.642	43937	56.0211211507	222.642	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	19.213631792762673	-9.648079709462957	DBSCAN_round1_14	DBSCAN_round1_14
NODE_407_length_43905_cov_223.167	43905	70.90991914359999	223.167	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.2612849261563666	5.919265833954903	DBSCAN_round1_11	DBSCAN_round1_11
NODE_408_length_43802_cov_223.964	43802	71.9168074517	223.96400000000003	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01668.13	1	-4.539681410440688	20.136837088064333	DBSCAN_round1_9	DBSCAN_round1_9
NODE_409_length_43746_cov_223.579	43746	38.0651945321	223.579	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.6575690230621176	-18.04253136080352	DBSCAN_round2_3	DBSCAN_round2_3
NODE_410_length_43742_cov_221.611	43742	57.107585387	221.611	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF01409.15,PF03484.10,PF03147.9,PF02912.13	4	33.72770395783648	6.271528474606629	DBSCAN_round1_6	DBSCAN_round1_6
NODE_411_length_43707_cov_223.794	43707	42.2929965452	223.794	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	1.596031308564906	-19.538589761264127	DBSCAN_round2_3	DBSCAN_round2_3
NODE_412_length_43550_cov_223.725	43550	45.605051664799994	223.725	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF06418.9,PF03485.11,PF00750.14	3	2.18633560895492	-19.400667592293967	DBSCAN_round2_3	DBSCAN_round2_3
NODE_413_length_43526_cov_225.207	43526	69.5791021458	225.207	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	1930		0	-1.418189465241985	5.373602892637763	DBSCAN_round1_11	DBSCAN_round1_11
NODE_414_length_43401_cov_225.008	43401	33.0752747633	225.008	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF01715.12,PF02403.17	2	-21.408689032345922	7.2156550961934816	DBSCAN_round3_5	DBSCAN_round3_5
NODE_415_length_43372_cov_221.558	43372	34.7390021212	221.558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF00958.17	1	-8.642924608969851	-25.465030159262195	DBSCAN_round1_7	DBSCAN_round1_7
NODE_416_length_43176_cov_223.837	43176	71.2432833055	223.837	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.7602255213674274	18.729074421401428	DBSCAN_round1_9	DBSCAN_round1_9
NODE_417_length_42898_cov_229.045	42898	68.4973658446	229.045	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01025.14	1	5.454781573962301	18.074844345592922	DBSCAN_round1_0	DBSCAN_round1_0
NODE_418_length_42796_cov_223.688	42796	37.984858398	223.688	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212		0	-10.752538964690046	-16.57192100420357	DBSCAN_round1_12	DBSCAN_round1_12
NODE_419_length_42554_cov_222.829	42554	35.4631761997	222.829	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF02367.12,PF00750.14	2	-5.160645171308233	-14.703984846704252	unclustered	unclustered
NODE_420_length_42528_cov_229.604	42528	70.4382994733	229.604	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.378763219993996	6.042302487146082	DBSCAN_round1_11	DBSCAN_round1_11
NODE_421_length_42395_cov_224.404	42395	70.1002476707	224.404	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.0619954768118682	5.669346508291483	DBSCAN_round1_11	DBSCAN_round1_11
NODE_422_length_42272_cov_224.018	42272	58.9752081756	224.018	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	21.718578352890354	-8.995582251356552	DBSCAN_round1_14	DBSCAN_round1_14
NODE_423_length_42172_cov_223.741	42172	59.096082708900006	223.741	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	unclassified	642	PF02527.10,PF00825.13	2	14.20414548711688	-0.12051757850732085	DBSCAN_round1_5	DBSCAN_round1_5
NODE_424_length_42092_cov_223.914	42092	41.3071367481	223.914	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF03461.10,PF01195.14	2	1.0024044875973794	-19.277695250486804	DBSCAN_round2_3	DBSCAN_round2_3
NODE_425_length_41823_cov_225.011	41823	57.2962245654	225.011	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654	PF03461.10,PF05698.9,PF06689.8,PF05697.8	4	15.014382846822445	-1.0353691074047933	DBSCAN_round1_5	DBSCAN_round1_5
NODE_426_length_41805_cov_223.636	41805	71.3742375314	223.636	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.3441885283940577	21.53146230521224	DBSCAN_round1_9	DBSCAN_round1_9
NODE_427_length_41772_cov_229.532	41772	71.138561716	229.532	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.8681189547298374	5.336062716168657	DBSCAN_round1_11	DBSCAN_round1_11
NODE_428_length_41752_cov_225.002	41752	72.8707606821	225.002	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.4191754058175534	21.41159032546232	DBSCAN_round1_9	DBSCAN_round1_9
NODE_429_length_41631_cov_224.266	41631	40.5971511614	224.266	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF06574.7	1	-0.040059914422039	-19.605546326095364	DBSCAN_round2_3	DBSCAN_round2_3
NODE_430_length_41450_cov_225.1	41450	37.8166465621	225.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF02132.10	1	-19.66019002995613	-11.455659231000142	DBSCAN_round1_13	DBSCAN_round1_13
NODE_431_length_41429_cov_223.541	41429	72.7557990779	223.541	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.007862823461556	21.328630896166423	DBSCAN_round1_9	DBSCAN_round1_9
NODE_432_length_41390_cov_225.02	41390	69.2292824354	225.02	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF01746.16,PF01782.13,PF00886.14,PF01245.15,PF02978.14	5	0.8118050916841646	6.534784653651348	DBSCAN_round1_11	DBSCAN_round1_11
NODE_433_length_41363_cov_224.243	41363	57.616710586800004	224.243	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified	551	PF00121.13	1	20.521427430930594	-10.053771199420753	DBSCAN_round1_14	DBSCAN_round1_14
NODE_434_length_41336_cov_224.405	41336	57.03502999810001	224.405	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	19.208078707227518	-8.733510314704645	DBSCAN_round1_14	DBSCAN_round1_14
NODE_435_length_41335_cov_223.715	41335	57.0557638805	223.715	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855	PF00162.14	1	19.77105844802591	-9.840440462274124	DBSCAN_round1_14	DBSCAN_round1_14
NODE_436_length_41327_cov_223.843	41327	71.6214581266	223.843	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.8897443460349472	19.27480861538601	DBSCAN_round1_9	DBSCAN_round1_9
NODE_437_length_41325_cov_225.079	41325	71.2861464005	225.079	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. cf124	1761903		0	-4.225644589433506	5.827363795425332	DBSCAN_round1_11	DBSCAN_round1_11
NODE_438_length_41269_cov_223.569	41269	67.6536867867	223.569	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis	37326		0	7.6215045375277475	17.53627489885412	DBSCAN_round1_0	DBSCAN_round1_0
NODE_439_length_41199_cov_223.336	41199	39.445132163400004	223.336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351		0	-8.048550150593165	-27.27034036437702	DBSCAN_round1_7	DBSCAN_round1_7
NODE_440_length_41000_cov_226.687	41000	71.3	226.687	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.2111630122091457	18.366959306981425	DBSCAN_round1_9	DBSCAN_round1_9
NODE_441_length_40940_cov_224.345	40940	31.1309233024	224.345	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF01416.15	1	-23.415906421046	12.50559409986725	DBSCAN_round1_10	DBSCAN_round1_10
NODE_442_length_40927_cov_224.262	40927	71.8010115572	224.262	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-3.9626549245283225	5.3978039861660845	DBSCAN_round1_11	DBSCAN_round1_11
NODE_443_length_40838_cov_224.063	40838	29.3403202899	224.063	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF01783.18,PF02403.17	2	-26.553111580380932	5.538420938349076	DBSCAN_round2_4	DBSCAN_round2_4
NODE_444_length_40703_cov_223.763	40703	32.8280470727	223.763	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF12344.3	1	-23.551661356803926	12.897238413253982	DBSCAN_round1_10	DBSCAN_round1_10
NODE_445_length_40660_cov_224.023	40660	31.180521397	224.023	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351		0	-20.748177980628995	2.726235960067437	DBSCAN_round3_4	DBSCAN_round3_4
NODE_446_length_40631_cov_225.268	40631	40.0925401787	225.268	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-20.85134408879319	-12.686220033799575	DBSCAN_round1_13	DBSCAN_round1_13
NODE_447_length_40477_cov_224.319	40477	71.9618548805	224.319	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-4.366415063610632	4.848860862245312	DBSCAN_round1_11	DBSCAN_round1_11
NODE_448_length_40456_cov_223.76	40456	37.8336958671	223.76	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780		0	1.9555481874142036	-24.107255793613795	DBSCAN_round2_5	DBSCAN_round2_5
NODE_449_length_40241_cov_224.536	40241	40.2723590368	224.536	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	0.6654120630259776	-19.115431369603513	DBSCAN_round2_3	DBSCAN_round2_3
NODE_450_length_40178_cov_223.631	40178	68.9083578078	223.631	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF00164.20,PF00177.16	2	8.398018931845607	10.170579594940158	DBSCAN_round3_0	DBSCAN_round3_0
NODE_451_length_40163_cov_222.151	40163	29.1487189702	222.151	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF02938.9,PF01765.14,PF01409.15,PF03461.10,PF03484.10,PF01746.16,PF03147.9,PF01782.13,PF00886.14,PF01245.15,PF02978.14,PF02912.13	12	-26.411557991463628	5.798739070456574	DBSCAN_round2_4	DBSCAN_round2_4
NODE_452_length_40063_cov_224.835	40063	28.9169557946	224.835	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF01509.13,PF08529.6,PF11987.3,PF05698.9,PF06689.8,PF05697.8,PF04760.10,PF02033.13	8	-26.26134674535533	5.6501609714639445	DBSCAN_round2_4	DBSCAN_round2_4
NODE_453_length_40038_cov_223.832	40038	73.48269144310001	223.832	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-5.46353148963213	20.48448930581021	DBSCAN_round1_9	DBSCAN_round1_9
NODE_454_length_40027_cov_228.378	40027	50.7207634846	228.378	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	17.04264967466563	-9.803158419918898	DBSCAN_round1_14	DBSCAN_round1_14
NODE_455_length_39932_cov_225.599	39932	55.6871681859	225.599	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF00154.16,PF01746.16,PF01782.13,PF00886.14,PF01245.15,PF02978.14	6	19.02747701604796	-9.655843974923206	DBSCAN_round1_14	DBSCAN_round1_14
NODE_456_length_39739_cov_223.489	39739	58.026120435799996	223.489	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF03602.10	1	21.017094017167125	-9.592715467845839	DBSCAN_round1_14	DBSCAN_round1_14
NODE_457_length_39689_cov_223.655	39689	41.7218876767	223.655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp. CAG:118	1262978		0	1.9830474640305735	-12.92644694724828	DBSCAN_round1_4	DBSCAN_round1_4
NODE_458_length_39549_cov_228.363	39549	50.9545121242	228.363	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	17.055592031683634	-9.79902746992187	DBSCAN_round1_14	DBSCAN_round1_14
NODE_459_length_39510_cov_224.663	39510	55.6137686662	224.663	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF02130.12,PF02410.10	2	18.948408551620386	-10.158899921068578	DBSCAN_round1_14	DBSCAN_round1_14
NODE_460_length_39480_cov_223.884	39480	72.2695035461	223.884	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-0.5354918245533393	18.90373322656418	DBSCAN_round1_9	DBSCAN_round1_9
NODE_461_length_39428_cov_223.424	39428	39.6799228974	223.424	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF01509.13,PF01746.16,PF01782.13,PF00886.14,PF01245.15	5	-19.428368126192943	-12.907267796606662	DBSCAN_round1_13	DBSCAN_round1_13
NODE_462_length_39307_cov_220.403	39307	54.5246393772	220.403	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	33.50272815456675	7.172806256849429	DBSCAN_round1_6	DBSCAN_round1_6
NODE_463_length_39221_cov_223.675	39221	31.2995589098	223.675	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF03840.9	1	-21.438163877372233	7.288493584564747	DBSCAN_round3_5	DBSCAN_round3_5
NODE_464_length_39204_cov_223.864	39204	38.7996122845	223.864	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-0.8392949930210792	-17.5349112820109	DBSCAN_round2_3	DBSCAN_round2_3
NODE_465_length_39022_cov_224.115	39022	38.7396853057	224.115	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-1.9788758627862708	-18.300933001789666	DBSCAN_round2_3	DBSCAN_round2_3
NODE_466_length_39013_cov_223.365	39013	67.01355958270001	223.365	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF02132.10	1	10.417925100839154	10.605553557012144	DBSCAN_round3_0	DBSCAN_round3_0
NODE_467_length_38859_cov_223.814	38859	73.2391466584	223.814	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.2558198221976093	22.056963288208173	DBSCAN_round1_9	DBSCAN_round1_9
NODE_468_length_38825_cov_225.241	38825	68.1416613007	225.241	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia brasiliensis	37326		0	7.5716209253084195	18.831245239737008	DBSCAN_round1_0	DBSCAN_round1_0
NODE_469_length_38741_cov_230.552	38741	70.2356676389	230.552	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	1930	PF00830.14	1	0.6817466268164493	6.149251719480128	DBSCAN_round1_11	DBSCAN_round1_11
NODE_470_length_38693_cov_224.261	38693	42.3694208255	224.261	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-21.53523267560605	-13.827229510746195	DBSCAN_round1_13	DBSCAN_round1_13
NODE_471_length_38648_cov_222.629	38648	58.3600703788	222.629	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii	1232427	PF00113.17,PF03952.11	2	13.423824546346998	9.010147897536807	unclustered	unclustered
NODE_472_length_38376_cov_224.238	38376	37.0075046904	224.238	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF02130.12,PF10458.4,PF06421.7	3	-5.733500646320803	-14.704454134894169	unclustered	unclustered
NODE_473_length_38019_cov_225.942	38019	58.323469843999995	225.942	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF01281.14,PF01715.12,PF02367.12,PF03948.9,PF01084.15,PF01250.12	6	21.119317209566482	-10.153229160670142	DBSCAN_round1_14	DBSCAN_round1_14
NODE_474_length_37924_cov_225.145	37924	72.1548359878	225.145	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-3.4435667774867054	19.338767769790362	DBSCAN_round1_9	DBSCAN_round1_9
NODE_475_length_37692_cov_223.646	37692	37.100711026199996	223.646	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212		0	-11.096238616840523	-16.252580261540118	DBSCAN_round1_12	DBSCAN_round1_12
NODE_476_length_37440_cov_223.507	37440	55.048076923100005	223.507	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	18.13159198937788	2.1564880450822277	DBSCAN_round1_1	DBSCAN_round1_1
NODE_477_length_37546_cov_225.102	37546	60.3632877004	225.102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	19.744123427841714	-6.9195575574410215	DBSCAN_round1_14	DBSCAN_round1_14
NODE_478_length_37494_cov_223.527	37494	28.4578865952	223.527	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF00162.14,PF00113.17,PF03952.11,PF00121.13	4	-26.39310521865735	6.22763756915794	DBSCAN_round2_4	DBSCAN_round2_4
NODE_479_length_37429_cov_221.161	37429	39.776643778899995	221.161	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	1351	PF02978.14	1	-8.419606696066857	-27.498591395034108	DBSCAN_round1_7	DBSCAN_round1_7
NODE_480_length_37268_cov_224.144	37268	38.3626703875	224.144	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.3074956768491286	-16.738159930212966	DBSCAN_round2_3	DBSCAN_round2_3
NODE_481_length_37227_cov_223.254	37227	73.8657426062	223.254	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.066204127620514	23.349162090431737	DBSCAN_round1_9	DBSCAN_round1_9
NODE_482_length_37151_cov_224.03	37151	58.9566902641	224.03	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	21.560440946650907	-8.362511243608836	DBSCAN_round1_14	DBSCAN_round1_14
NODE_483_length_37030_cov_223.86	37030	69.3167701863	223.86	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-1.0611452539515511	5.0376401158382516	DBSCAN_round1_11	DBSCAN_round1_11
NODE_484_length_37029_cov_224.674	37029	68.45715520270001	224.674	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF00312.17,PF03726.9	2	0.5711213931146535	7.1172899183293925	DBSCAN_round1_11	DBSCAN_round1_11
NODE_485_length_36924_cov_223.929	36924	30.2865345033	223.929	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF03461.10,PF01195.14	2	-22.997810297943673	6.216729457397323	DBSCAN_round3_2	DBSCAN_round3_2
